entrydate,indexcode,indexname,dayrsi14,weekrsi14,monthrsi14,dltp,daylowerband,daymiddleband,weeklowerband,weekmiddleband,monthlowerband,monthmiddleband
07/06/2025,^CNXIT,NIFTY IT,53.72,46.72,52.46,37294.85,36676.08,37477.93,31577.56,37638.29,30991.17,37942.7
